text,encoded
Very easy and you can save some money and research the tyres. You also have customer reviews to help decide which brand to purchase.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The whole process from purchase to fitting was simple and straightforward,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Fast friendly service had pm appointment arrived 11.45 2front tyres changed back on road 12.15 excellent service at great price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good service, fitment a day late.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lowest price and fitted at a place that could accommodate our motorhome heighth that provided immediate service as per booking!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Hassle free and decent prices!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
They had to change the date of fitting but still would recommend them,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Great price, excellent service","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to buy tyres online. Convenient location for fitting. The technician who actually fitted the tyres was friendly and did a good job.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Helpful and friendly without being pushy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Great service and friendly staff. Nothing to complain about at all.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good service again from [REDACTED] and fitting centre, tyres on time, good selection of fitting times, kept updated on progress and good customer care, definitely will use again.","[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"They were dearer than Kwik fit by £10.28,(186.68 compared to £176.40). That was me not doing my homework and checking out more competitors.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Excellent value and lowest price against a number of local suppliers I tried ((National companies)Prompt service and fitting at designated garage. Helped on this occasion by a 10% discount that on four tyres was a good saving.,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
"Great service, choice and price","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great price tyres with a great service. Online purchase and fitting service is very simple and works well.Highly recommended.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Broad choice of tyres in the size required at a competitive price in each price band. Good communication re: purchase and fitting arrangements. Choice of local tyre fitters.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Original fitting day was cancelled. Subsequently contacted [REDACTED] and arranged new fitting day. Queried with [REDACTED] why there was no time on the confirmation email and was told it was a first come first served basis. On arriving at the fitting centre they had no record of this new booking and said that they didn't have a tyre fitter in that day so couldn't fit my tyres. Rebooked directly with them for Monday 12th at 9am. Turned up promptly and it still took an hour and 15mins for my tyres to be done. Email thread below. Your request has been updated. To add additional comments, reply to this email. Vishnu, Aug 1, 09:53 BST: Dear Martin, Thank you for your email. The garage works on first come first serve basis so you can visit the garage anytime between 09:00 - 11:30 for AM appointment. Please let me know if I can be of any further assistance. Kind Regards, Vishnu Customer Service Advisor Quinnmartin, Jul 31, 15:11 BST: Please can you confirm the time on 6th? Sent from my iPhone On 31 Jul 2019, at 14:12, Shaikh ([REDACTED] Customer Support) <support@[REDACTED].zendesk.com> wrote: Shaikh, Jul 31, 14:12 BST: Dear. Martin, Further to our previous correspondence, I can confirm your tyres have arrived for your fitting today. The garage has scheduled a fitting for you on 06/08/2019 (Tuesday) at for AM appointment, please let me know if this is not suitable and we can look into alternatives to fit in with your schedule. Once again I am very sorry for the delays that have been caused on this order. We will be looking into how such delays can be avoided again in the future and prevent inconvenience to our customers. Thanks, Vasim Terence, Jul 30, 17:41 BST: Dear. Martin, I am sorry to advise that we have encountered a delay in delivering your tyres in time for your requested fitting tomorrow. Due to the delay we are no longer able to honor your scheduled appointment time, at this stage we would now be looking to reschedule your appointment from 02/08/2019 (Friday) onward to allow us time to rectify the delay and ensure your tyres are at the garage. Could you please advise a suitable time and date from 02/08/2019 (Friday) onward that I would be able to re-schedule your appointment to and I will action this with your chosen garage and send over an updated conformation email. You can either reply to this email or you can call us on 01721 540650. We are open until 5:30pm on weekdays, I appreciate that this is short notice however we have only just been made aware that the tyres have not been delivered and understand this is frustrating. Once again, I am very sorry for the inconvenience caused, please be assured that we will continue to work to resolve this as quickly as possible for you. Kind Regards, Terence Customer Service Advisor","[1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"easy to order, fitters helpful and pleasant","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Easy to use website. Competitive prices. Good information on tyres. Ability to book nearby garage for fitting and suitable date and time. Friendly helpful customer services to resolve problems. Excellent communications.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
excellent prices service and garage i went to were quick and very courteous.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent service.Tyres delivered on time to fitters and the appointment there was to my wish and the service there was first class.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent price and the mobile fitting service saved me a lot of hassle as my old tyre was completely flat and wouldn’t inflate making it impossible to get to a fitting centre. Good tyre and reasonable price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
Reasonable price and good service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"[REDACTED] for Tyres recommended. Good prices, local install.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Would have been 10 if tyres were cheaper!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
An excellent job done yet again. Keen prices and an exellent range plus a selection of fititng centers and quick availability makes for a happy customer!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Highly recommended. We have used [REDACTED].com many times and have always received a reliable service at an excellent price. The website is easy to navigate and book your fitting at your preferred garage.The choice of tyres is vast and the information provided helps you choose the right tyre for your needs and budget.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great all round. Great tyres, price, ease of purchase and appointed garage.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"Great website, unbeatable prices, great fitting!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Amazingly convenient and the best price I could find,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Fantastic service and prices....have used them before..... excellent service......no need to go anywhere else.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy, competitive and quick but I think you need more info on the fitters, maybe show their ratings on the website","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very pleased. Excellent price on line and then fitted locally. What’s not to like,","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Excellent service from start to finish. Had an issue that was dealt with quickly and professionally, would definitely recommend.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Everything went according to plan. Tyre there, professional friendly staff, good price. What more can anyone want?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great service,great prices ,great & easy to place order","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great prices and service. I have used BC a number of times and they always provide best prices combined with good service at their fitting centres or agents.Bought two new tyres for my car and original fitting centre couldn't do my requested date customer services quickly contacted me and made arrangements for another fitting at my convenience.Fitting centre used hand tools and correctly torqued the wheels, no windy guns used which as a DIY mechanic was good to see.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great service. Came a day earlier than booked but that was fine with me as I had the tyres I purchased from [REDACTED].com ,I've used them twice and never had a problem definitely going to be a regular customer,","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Good prices. Tyres arrived on time at fitters who put them on at the time I chose. What's not to like?,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very easy to use web site. Tyres great value for money, next day fitting and a good range of local tyre fitters where you can pre book a fitting time.Used before and will use again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Easy to shop and the fitting was first class,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent service and a very fair price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Sunside garage was first class,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Simple and smooth process from start to finish, and cheaper than my main vw dealer","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The fitter was very abrupt so wouldn’t necessarily pick this particular garage again,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Price good, ordering simple and fitting arrangements went as planned.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Absolutely rubbish customer service. I ordered my tyres over two weeks ago for a fitting 2 days later. Only to be told they had a problem with delivery so rebooked two days later then this carried on for next week and two weeks down line matter not resolved,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Price and ease,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very competitive prices, easy website to navigate and order.One very happy customer, will definitely use again and recommend to friends and family.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Helpful customer service, quick, easy and hassle free order and fitting.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The experience for me was very easy as there was a local garage that had already undertaken the vehicle MOT and were going to complete the re-test. Other people may have different circumstances and prefer to shop direct with a garage.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Excellent service competively priced very prompt.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The best online tyre service I’ve found. Returns process is easy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy process , buying tyres cheaper and choosing a garage that’s convenient","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Tyres delivered as arranged. First class fitter who really knew his stuff.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Good price and reliable and convenient fitting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Easy way to buy tyres. You can choose your new tyres pay for them and book an appointment for fitting at a choice of garages. I found the whole process simple and positive experience. I would recommend [REDACTED].com as an excellent way to buy tyres.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Thank you. It’s not the first time I’ve used [REDACTED] and it won’t be the last. The prices are amazing and the amount of locations available is great too. The service was great at Bletchley and in a prime location too.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"First time using the website and will be using it again!, Love the range that the site has to offer for tyres and prices competitively.If you are getting your newly purchased tyres fitted by black-circles partnered garage, I would call the garage of choice before confirming to use that garage to make sure that your tyre will be fitted at the time you specified or to make special requests and to gauge the customer service of the garage. I found that some garages wasn't as friendly as others! Definitely Recommend this site! (Had the tyres replaced May 2019)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Simple and easy. Ordered 2 tyres, booked the date and time. Arrived at the garage and job done in no time. Have used before and will use again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"When I turned up I could see the two guys working were completely rushed off their feet and were a little behind as their equipment had failed. I spoke to Tony and considering it seemed quite a stressful time he remained really friendly, upbeat and willing to help. It took a little longer than an hour to change my two front tyres but as they were working on other cars and short staffed it was completely understandable. When I returned a week later to have the torque checked the same two employees were in the middle of changing the tyres on two other cars, they came right over and both quickly checked my tyres. I was thinking I’d be waiting around but I was only there a few minutes. They gave fantastic service and had a great attitude!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Very easy site to use. A great list of local garages for fitting and a great price too.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Cannot fault [REDACTED] but the garage I had my tyres fitted tried to rip me off. LAWS TYRES Bridge of Don. Read their Google reviews before having your tyres fitted here.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Great value and excellent service. I run two family cars and you have supplied all my tyres in the last six years your business model works perfectly for me. Thank you. Alan Steel,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great Service Good Pricing. No problems regarding ordering, delivery and fitting of tyre.ATS gave excellent friendly service with explanation of need for tyre.Highly recommended.I","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"[REDACTED] as a company was very good to deal with, especially when I got the order wrong.However, they need to be more selective with their fitting partners. Both my wheels had paint gouged off when removing and re fitting new tyres. Poor equipment and badly maintained.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good service, fitting was at the same location that I have normally used direct.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Great price and amazing service from Southport MOT who fitted the tyre, Chris and his guys always do a fantastic job","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Excellent, very well priced and easy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very user friendly site. Tyre prices with discount code excellent! Easy booking and fitting service at a garage and time that suits. Have used [REDACTED] for 8 years 10/10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Couldn’t be easier or better value!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Best price, easy to order, efficient and friendly fitters","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
The website was so easy to use and I used ATS to fit the tyers they where very good so no problem,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I thought the online booking system was clear and simple and tyres were good value. My minor gripe was a wait at the garage. I never give 10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
Quick and efficient and very good value home service at just £6 extra.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"Easy to order, good service at the garage","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent value for money and good service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Really good price for tyres. Good fitting service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"In discussions over tyres, I always recommend [REDACTED] as an option worth checking due to the price.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Cornish holiday not spoiled by my damaged tyre. Had a problem with a tyre splitting along the tread so even though I was on holiday I felt it needed to be changed. Used [REDACTED] because the fitting company was closest to my holiday address. Prices were very good and they offered a discount for 2 tyres so went for that. I checked that the fitter had received the tyres before I drove over. Communications were excellent. Ordering was really easy, and the tyres were delivered in good time. Garage provided a tyre fitting report showing all the job details. They also provided me with a brake inspection report. Nothing to find fault with.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy, reliable and fantastic customer service - a rarity these days !!!","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy process, good prices and I liked the ability to choose where to change the tyres AND select date & time. Will certainly use again/Thanks","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"great price,works well with local ats. highly recommended.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Very happy with the fitment at BC Bar Hill - Richard was very thorough and did an excellent job, taking car of my car. He even checked with me that I was happy with the torques and tyre pressures that he was using.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Superb price and service?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Brilliant and exceptional.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great Service. Great service, great price !!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy. Good helpful service at competitive price.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Recommended to use [REDACTED]. Price was competitive. Problem with delivery to chosen garage due to access caused a delay but refunded £20 as a consequence without asking for any compensation. Tyres fitted by Steve’s Autos, Lancing. Good man. Good job. Very efficient and polite. Would definitely use him again.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Used [REDACTED].com twice now. Great service, good choices and very good prices. Keep rolling on!!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy to use website with multiple choices of tyres ranging from budget to premium and a good selection of [REDACTED] tyres. No fuss at tyre fitting centre, easy and quick.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The process ran smoothly from booking on line to dropping off and picking up as arranged. |Friendly staff at the local ATS carrying out the replacement added to the experience. second time I have used them and will go back.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Good, convenient service from a local garage, at a competitive price","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"easy purchase,easy to do,good prices,recomended +++++","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great product at a competitive price. Good convenient fitting places,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Prompt polite customer service and competitive price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great Service and great prices,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Buying tyres with [REDACTED] was so easy simple steps to find your tyre simple steps to pick your garage and time slot every thing was so so easy will definetly use again and the price was superb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy to order, good value, handy location for fitting. Only downside is that I missed the money off offer by a couple of days.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
quick response when i had a problem & changed and confirmed new details for me,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
GOOD QUALITY AND GREAT PRICES,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Reliable and value for money. The local garage was extremely professional and friendly,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Very clear information and good communication. ATS was very thorough and helped with getting a brake issue sorted.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Great price and easy service. Would definitely use again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
